"","Lat","Lon","Z50","Z100"
"1","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"2","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"3","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"4","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"5","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"6","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"7","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"8","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"9","11.15","-1.15","1227.30848831763","1510.11114926494"
"10","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"11","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"12","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"13","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"14","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"15","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"16","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"17","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"18","11.15","-1.15","1227.30848831763","1510.11114926494"
"19","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"20","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"21","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"22","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"23","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"24","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"25","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"26","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"27","11.15","-1.15","1227.30848831763","1510.11114926494"
"28","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"29","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"30","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"31","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"32","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"33","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"34","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"35","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"36","11.15","-1.15","1227.30848831763","1510.11114926494"
"37","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"38","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"39","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"40","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"41","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"42","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"43","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"44","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"45","11.15","-1.15","1227.30848831763","1510.11114926494"
"46","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"47","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"48","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"49","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"50","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"51","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"52","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"53","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"54","11.15","-1.15","1227.30848831763","1510.11114926494"
"55","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"56","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"57","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"58","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"59","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"60","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"61","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"62","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"63","11.15","-1.15","1227.30848831763","1510.11114926494"
"64","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"65","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"66","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"67","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"68","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"69","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"70","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"71","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"72","11.15","-1.15","1227.30848831763","1510.11114926494"
"73","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"74","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"75","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"76","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"77","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"78","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"79","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"80","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"81","11.15","-1.15","1227.30848831763","1510.11114926494"
"82","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"83","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"84","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"85","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"86","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"87","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"88","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"89","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"90","11.15","-1.15","1227.30848831763","1510.11114926494"
"91","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"92","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"93","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"94","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"95","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"96","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"97","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"98","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"99","11.15","-1.15","1227.30848831763","1510.11114926494"
"100","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"101","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"102","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"103","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"104","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"105","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"106","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"107","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"108","11.15","-1.15","1227.30848831763","1510.11114926494"
"109","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"110","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"111","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"112","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"113","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"114","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"115","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"116","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"117","11.15","-1.15","1227.30848831763","1510.11114926494"
"118","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"119","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"120","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"121","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"122","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"123","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"124","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"125","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"126","11.15","-1.15","1227.30848831763","1510.11114926494"
"127","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"128","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"129","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"130","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"131","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"132","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"133","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"134","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"135","11.15","-1.15","1227.30848831763","1510.11114926494"
"136","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"137","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"138","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"139","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"140","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"141","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"142","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"143","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"144","11.15","-1.15","1227.30848831763","1510.11114926494"
"145","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"146","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"147","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"148","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"149","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"150","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"151","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"152","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"153","11.15","-1.15","1227.30848831763","1510.11114926494"
"154","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"155","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"156","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"157","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"158","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"159","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"160","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"161","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"162","11.15","-1.15","1227.30848831763","1510.11114926494"
"163","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"164","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"165","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"166","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"167","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"168","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"169","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"170","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"171","11.15","-1.15","1227.30848831763","1510.11114926494"
"172","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"173","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"174","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"175","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"176","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"177","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"178","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"179","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"180","11.15","-1.15","1227.30848831763","1510.11114926494"
"181","11.1666666666667","-4.31666666666667","1224.82848831763","1507.63114926494"
"182","11.75","-2.93333333333333","1215.82848831763","1498.63114926494"
"183","12.4666666666667","-3.48333333333333","1220.82848831763","1503.63114926494"
"184","14.0333333333333","-0.0333333333333333","1220.26848831763","1503.07114926494"
"185","12.0333333333333","0.366666666666667","1225.32848831763","1508.13114926494"
"186","10.3333333333333","-3.18333333333333","1223.82848831763","1506.63114926494"
"187","12.35","-1.51666666666667","1223.82848831763","1506.63114926494"
"188","13.5666666666667","-2.41666666666667","1218.82848831763","1501.63114926494"
"189","11.15","-1.15","1227.30848831763","1510.11114926494"
